net,length_um
i2c_master._44_\[1\],91.115
net218,91.07
_04284_,90.84
clknet_leaf_4_p_clock,90.84
_03466_,90.78
net166,90.47
clknet_leaf_106_p_clock,90.46
_094_\[3\],90.32
clknet_leaf_40_p_clock,90.28
net302,90.19
clknet_leaf_344_p_clock,89.9
memory._0290_\[0\],89.84
net276,89.76
clknet_leaf_127_p_clock,89.76
clknet_leaf_258_p_clock,89.75
clknet_leaf_148_p_clock,89.7
clknet_leaf_172_p_clock,89.68
net69,89.58
net28,89.56
clknet_leaf_114_p_clock,89.36
clknet_leaf_12_p_clock,89.28
_04076_,89.19
clknet_leaf_54_p_clock,89.06
clknet_leaf_44_p_clock,88.94
_05005_,88.82
clknet_leaf_353_p_clock,88.66
_04427_,88.64
clknet_leaf_365_p_clock,88.42
net244,88.33
_05004_,88.32
net291,88.28
net119,88.13
_05727_,88.04
_03625_,88.02
_03618_,87.98
net63,87.85
net131,87.75
net430,87.74
net38,87.71
i2c_master.byte_ctrl._003_,87.38
memory._0294_\[1016\],87.36
net273,87.22
i2c_master.byte_ctrl.bit_ctrl._071_,87.1
clknet_leaf_97_p_clock,86.9
_03474_,86.8
_02590_,86.72
_03986_,86.62
_04652_,86.6
_04329_,86.52
_04278_,86.48
clknet_leaf_267_p_clock,86.465
_07249_,86.45
net124,86.41
i2c_master._44_\[0\],86.33
_05295_,86.155
clknet_leaf_88_p_clock,86.06
net22,85.98
clknet_leaf_158_p_clock,85.96
clknet_leaf_276_p_clock,85.92
_05265_,85.12
clknet_leaf_319_p_clock,85.08
clknet_leaf_68_p_clock,85.02
_04218_,85
_04785_,84.82
_05002_,84.62
clknet_leaf_234_p_clock,84.58
_03933_,84.5
net281,84.45
clknet_leaf_356_p_clock,84.3
clknet_leaf_184_p_clock,84.28
clknet_leaf_19_p_clock,84.12
memory._0294_\[99\],84.02
_04882_,83.965
clknet_leaf_304_p_clock,83.935
net285,83.57
net54,83.55
clknet_leaf_124_p_clock,83.54
_03326_,83.48
clknet_leaf_236_p_clock,83.465
clknet_leaf_200_p_clock,83.34
clknet_leaf_71_p_clock,83.3
clknet_leaf_383_p_clock,83.28
i2c_master._44_\[2\],83.12
clknet_leaf_227_p_clock,82.94
clknet_leaf_320_p_clock,82.92
net224,82.86
clknet_leaf_110_p_clock,82.78
_03553_,82.76
clknet_leaf_259_p_clock,82.48
clknet_leaf_180_p_clock,82.42
clknet_leaf_192_p_clock,82.4
net234,82.11
_03006_,82.04
_04337_,81.96
_04878_,81.94
_05491_,81.91
_02530_,81.86
_05034_,81.7
clknet_leaf_94_p_clock,81.54
clknet_leaf_212_p_clock,81.54
clknet_leaf_338_p_clock,81.52
memory._0294_\[399\],81.4
_04366_,81.26
_04801_,81.22
clknet_leaf_209_p_clock,81.18
clknet_leaf_233_p_clock,81.16
clknet_leaf_349_p_clock,81.135
_03472_,81.06
net207,81.05
clknet_leaf_221_p_clock,80.965
clknet_leaf_313_p_clock,80.83
clknet_leaf_326_p_clock,80.64
net102,80.6
_05192_,80.54
i2c_master.byte_ctrl.bit_ctrl._113_,80.48
_03481_,80.42
clknet_leaf_78_p_clock,80.4
i2c_master._44_\[5\],80.32
i2c_master._65_\[2\],80.255
_05031_,80.04
_06713_,79.98
clknet_leaf_36_p_clock,79.92
clknet_leaf_316_p_clock,79.86
_04916_,79.85
clknet_leaf_121_p_clock,79.84
memory._0294_\[100\],79.62
clknet_leaf_55_p_clock,79.52
clknet_leaf_336_p_clock,79.26
_05577_,79.24
net283,79.14
_05624_,79.04
net203,78.97
net188,78.84
clknet_leaf_1_p_clock,78.84
_06603_,78.66
_03620_,78.5
clknet_leaf_185_p_clock,78.435
_05042_,78.43
i2c_master.byte_ctrl.bit_ctrl._052_,78.33
net30,78.33
_03550_,78.3
_05022_,78.18
clknet_leaf_334_p_clock,78.14
clknet_leaf_43_p_clock,78.04
net422,78
_04253_,77.94
clknet_leaf_318_p_clock,77.9
net107,77.59
_05566_,77.56
_06451_,77.46
i2c_master._67_\[1\],77.44
memory._0294_\[258\],77.44
i2c_master.byte_ctrl._112_,77.315
net47,77.09
memory._0294_\[98\],77.04
_05483_,76.975
net153,76.72
_03939_,76.7
_04027_,76.54
i2c_master._68_\[5\],76.48
net192,76.38
_03739_,76.34
clknet_leaf_376_p_clock,76.26
_03893_,76.12
clknet_leaf_220_p_clock,76.02
clknet_leaf_328_p_clock,76.02
i2c_master.byte_ctrl._096_,75.7
clknet_leaf_194_p_clock,75.7
_05395_,75.68
memory._0294_\[1435\],75.56
_05412_,75.52
clknet_leaf_226_p_clock,75.44
net150,75.35
clknet_leaf_144_p_clock,75.1
clknet_leaf_32_p_clock,74.88
_04591_,74.8
_05009_,74.75
_04042_,74.7
clknet_leaf_11_p_clock,74.64
net57,74.43
net190,74.4
clknet_leaf_355_p_clock,74.355
clknet_leaf_102_p_clock,74.34
i2c_master.byte_ctrl.bit_ctrl._051_,74.15
net59,74.13
_05093_,74.11
clknet_leaf_291_p_clock,74.055
_05017_,74.04
clknet_leaf_6_p_clock,74
clknet_leaf_294_p_clock,73.92
clknet_leaf_312_p_clock,73.92
net138,73.87
clknet_leaf_280_p_clock,73.78
net296,73.72
clknet_leaf_129_p_clock,73.69
memory._0294_\[1945\],73.68
clknet_leaf_279_p_clock,73.295
clknet_leaf_327_p_clock,73.12
_03582_,72.96
_05212_,72.96
_06245_,72.64
_04155_,72.5
_04676_,72.34
_04918_,72.16
clknet_leaf_288_p_clock,72.1
net252,72.07
_05030_,72.04
clknet_leaf_367_p_clock,72.02
clknet_leaf_122_p_clock,71.96
memory._0294_\[33\],71.76
clknet_leaf_297_p_clock,71.76
clknet_leaf_27_p_clock,71.7
_04020_,71.66
_05397_,71.51
clknet_leaf_143_p_clock,71.42
_03508_,71.4
clknet_leaf_186_p_clock,71.32
_04511_,71.28
net241,71.21
memory._0294_\[770\],71.2
clknet_leaf_271_p_clock,71.16
clknet_leaf_309_p_clock,71.14
_04289_,71.12
clknet_leaf_173_p_clock,70.94
net92,70.85
clknet_leaf_22_p_clock,70.5
clknet_leaf_58_p_clock,70.42
clknet_leaf_282_p_clock,70.28
clknet_leaf_315_p_clock,70.28
_03701_,70.04
_05369_,70.01
_05078_,69.76
memory._0294_\[1278\],69.68
clknet_leaf_218_p_clock,69.68
clknet_leaf_223_p_clock,69.68
clknet_leaf_335_p_clock,69.62
clknet_leaf_308_p_clock,69.58
clknet_leaf_145_p_clock,69.52
clknet_leaf_63_p_clock,69.38
clknet_leaf_240_p_clock,69.32
clknet_leaf_20_p_clock,69.12
clknet_leaf_204_p_clock,69.04
_05210_,68.96
_05510_,68.88
clknet_leaf_153_p_clock,68.8
net416,68.76
_03514_,68.7
i2c_master.byte_ctrl.bit_ctrl._151_,68.62
clknet_leaf_213_p_clock,68.535
net18,68.52
net25,68.38
i2c_master._67_\[0\],68.32
_05007_,68.3
clknet_leaf_314_p_clock,68.06
clknet_leaf_377_p_clock,67.975
i2c_master.byte_ctrl.bit_ctrl._104_,67.94
_05011_,67.8
memory._0294_\[415\],67.74
_03014_,67.5
net110,67.49
_05057_,67.42
clknet_leaf_274_p_clock,67.38
memory._0296_\[28\],67.28
clknet_leaf_246_p_clock,67.14
clknet_leaf_51_p_clock,67.1
i2c_master._67_\[2\],67
clknet_leaf_235_p_clock,66.94
_04247_,66.76
_05013_,66.7
clknet_leaf_93_p_clock,66.6
memory._0294_\[1635\],66.54
clknet_leaf_100_p_clock,66.48
i2c_master.2084$func$\/openlane\/designs\/i2c_interface_component\/src\/i2c_interface_component.v:2827$680.$result\[7\],66.22
clknet_leaf_216_p_clock,66.2
clknet_leaf_69_p_clock,65.9
_04263_,65.86
_04264_,65.78
clknet_leaf_86_p_clock,65.76
_04416_,65.68
clknet_leaf_167_p_clock,65.58
clknet_leaf_374_p_clock,65.48
clknet_leaf_85_p_clock,65.4
clknet_leaf_80_p_clock,65.32
_04883_,65.175
clknet_leaf_5_p_clock,65.12
_04107_,65.02
clknet_leaf_325_p_clock,65.02
clknet_leaf_131_p_clock,64.82
clknet_leaf_189_p_clock,64.73
_05757_,64.72
_03334_,64.58
net95,64.58
clknet_leaf_119_p_clock,64.56
clknet_leaf_77_p_clock,64.46
net387,64.42
clknet_leaf_260_p_clock,64.34
_03820_,64.26
clknet_leaf_284_p_clock,64.22
_03349_,64.14
_094_\[8\],64.12
clknet_leaf_142_p_clock,64
clknet_leaf_299_p_clock,63.9
clknet_leaf_7_p_clock,63.86
clknet_leaf_26_p_clock,63.7
clknet_leaf_171_p_clock,63.66
net226,63.63
_04466_,63.56
_05062_,63.5
clknet_leaf_83_p_clock,63.5
clknet_leaf_248_p_clock,63.46
_03435_,63.32
clknet_leaf_257_p_clock,63.26
clknet_leaf_17_p_clock,63.2
_05621_,63.16
_05767_,63.16
clknet_leaf_264_p_clock,63.12
_03843_,62.97
memory._0294_\[992\],62.88
clknet_leaf_345_p_clock,62.82
_094_\[7\],62.78
clknet_leaf_285_p_clock,62.64
i2c_master._69_,62.48
_05038_,62.46
clknet_leaf_196_p_clock,62.455
net126,62.45
clknet_leaf_168_p_clock,62.39
_03778_,62.36
i2c_master._44_\[3\],62.36
clknet_leaf_79_p_clock,62.3
i2c_master.byte_ctrl.bit_ctrl._152_,62.28
_03973_,62.2
clknet_leaf_109_p_clock,62.18
clknet_leaf_272_p_clock,62.18
_04332_,62.1
clknet_leaf_206_p_clock,62.1
_04556_,62.06
net232,62.05
clknet_leaf_0_p_clock,62.04
memory._0294_\[429\],62
clknet_leaf_360_p_clock,61.9
clknet_leaf_370_p_clock,61.88
_04830_,61.8
memory._0294_\[295\],61.48
clknet_leaf_292_p_clock,61.46
clknet_leaf_16_p_clock,61.42
_05511_,61.26
_04222_,61.24
i2c_master.byte_ctrl.bit_ctrl._100_,61.24
_03337_,61.12
clknet_leaf_162_p_clock,61.1
_04694_,61.04
clknet_leaf_65_p_clock,61.04
clknet_leaf_290_p_clock,61.02
clknet_leaf_191_p_clock,61
clknet_leaf_373_p_clock,61
clknet_leaf_169_p_clock,60.94
_04922_,60.9
clknet_leaf_159_p_clock,60.76
clknet_leaf_380_p_clock,60.58
_03383_,60.57
_03434_,60.54
_04516_,60.52
net159,60.5
clknet_leaf_3_p_clock,60.4
_03754_,60.28
clknet_leaf_342_p_clock,60.26
_04075_,60.24
memory._0294_\[1375\],60.22
i2c_master.2084$func$\/openlane\/designs\/i2c_interface_component\/src\/i2c_interface_component.v:2827$680.$result\[6\],60.2
memory._0296_\[29\],60.2
_03294_,60.04
clknet_leaf_357_p_clock,60.04
i2c_master._68_\[6\],60.035
_03144_,60.02
clknet_leaf_165_p_clock,59.99
_04815_,59.96
net8,59.9
_05010_,59.88
clknet_leaf_132_p_clock,59.88
clknet_leaf_118_p_clock,59.74
memory._0294_\[431\],59.7
clknet_leaf_359_p_clock,59.64
_03543_,59.62
clknet_leaf_287_p_clock,59.48
clknet_leaf_23_p_clock,59.4
_04846_,59.3
net239,59.3
clknet_leaf_354_p_clock,59.3
clknet_leaf_207_p_clock,59.28
_03887_,59.24
_094_\[5\],59.23
_095_\[14\],59.18
clknet_leaf_170_p_clock,59.18
net513,59.18
clknet_leaf_33_p_clock,59.08
_03975_,59
clknet_leaf_176_p_clock,58.9
net317,58.84
clknet_leaf_107_p_clock,58.83
clknet_leaf_329_p_clock,58.76
_03920_,58.64
_03628_,58.6
clknet_leaf_265_p_clock,58.58
net77,58.57
clknet_leaf_348_p_clock,58.52
memory._0294_\[1111\],58.48
_07260_,58.4
clknet_leaf_281_p_clock,58.4
_07297_,58.3
clknet_leaf_275_p_clock,58.06
_03174_,57.98
_04116_,57.48
_03879_,57.42
_04893_,57.3
_04612_,57.26
clknet_leaf_229_p_clock,57.26
_03601_,57.24
clknet_leaf_341_p_clock,57.16
_03458_,57.02
memory._0294_\[1643\],57
clknet_leaf_137_p_clock,57
_04631_,56.96
clknet_leaf_379_p_clock,56.9
clknet_leaf_364_p_clock,56.88
_064_\[0\],56.865
memory._0294_\[593\],56.86
i2c_master._71_,56.84
_04654_,56.82
clknet_leaf_384_p_clock,56.82
_03315_,56.7
_04290_,56.64
clknet_leaf_154_p_clock,56.64
_03602_,56.56
_03562_,56.36
clknet_leaf_382_p_clock,56.36
memory._0290_\[11\],56.32
clknet_leaf_105_p_clock,56.32
_04529_,56.26
clknet_leaf_253_p_clock,56.26
clknet_leaf_120_p_clock,56.24
memory._0294_\[1326\],56.18
clknet_leaf_82_p_clock,56.12
clknet_leaf_385_p_clock,56.1
clknet_leaf_35_p_clock,56.02
_03369_,56
_07529_,56
clknet_leaf_130_p_clock,55.94
clknet_leaf_251_p_clock,55.9
net246,55.87
clknet_leaf_350_p_clock,55.86
_03847_,55.8
clknet_leaf_104_p_clock,55.72
clknet_leaf_49_p_clock,55.695
clknet_leaf_175_p_clock,55.64
_03635_,55.56
i2c_master._65_\[1\],55.55
_04235_,55.48
clknet_leaf_322_p_clock,55.48
_04328_,55.32
i2c_master.byte_ctrl.bit_ctrl._116_,55.235
_04142_,55.1
memory._0294_\[781\],54.98
clknet_leaf_48_p_clock,54.94
_03494_,54.92
clknet_leaf_134_p_clock,54.8
clknet_leaf_256_p_clock,54.8
clknet_leaf_161_p_clock,54.72
_07639_,54.7
_07638_,54.64
_03915_,54.62
clknet_leaf_263_p_clock,54.6
clknet_leaf_90_p_clock,54.5
_03036_,54.3
clknet_leaf_123_p_clock,54.26
clknet_leaf_136_p_clock,54.21
_03367_,54.08
_03248_,54.04
clknet_leaf_232_p_clock,54
i2c_master._68_\[4\],53.91
_03062_,53.88
net145,53.87
clknet_leaf_138_p_clock,53.8
clknet_leaf_331_p_clock,53.72
_04533_,53.7
clknet_leaf_302_p_clock,53.68
_04570_,53.66
i2c_master._44_\[7\],53.66
net148,53.57
clknet_leaf_339_p_clock,53.48
clknet_leaf_183_p_clock,53.42
_05008_,53.4
_07977_,53.37
clknet_leaf_298_p_clock,53.295
_04101_,53.28
clknet_leaf_202_p_clock,53.08
clknet_leaf_217_p_clock,52.9
clknet_leaf_305_p_clock,52.88
_04123_,52.84
clknet_leaf_59_p_clock,52.745
_03773_,52.74
_05051_,52.74
_04879_,52.66
_04251_,52.6
_04179_,52.54
_03376_,52.5
_04483_,52.49
_03414_,52.44
clknet_leaf_116_p_clock,52.4
_03753_,52.38
_07510_,52.34
clknet_leaf_245_p_clock,52.34
_04330_,52.32
clknet_leaf_31_p_clock,52.115
_03375_,52.11
_04002_,51.94
_05726_,51.86
clknet_leaf_128_p_clock,51.84
memory._0395_,51.78
net363,51.78
_03668_,51.76
memory._0294_\[852\],51.76
clknet_leaf_214_p_clock,51.73
memory._0294_\[303\],51.72
clknet_leaf_330_p_clock,51.58
clknet_leaf_117_p_clock,51.54
clknet_leaf_10_p_clock,51.52
clknet_leaf_30_p_clock,51.42
i2c_master._65_\[0\],51.38
_05269_,51.25
_04984_,51.18
_02700_,51.16
_04554_,51.16
_07122_,51
clknet_leaf_61_p_clock,51
_02743_,50.98
clknet_leaf_164_p_clock,50.95
_094_\[6\],50.83
i2c_master.byte_ctrl._108_,50.82
clknet_leaf_166_p_clock,50.795
i2c_master.byte_ctrl._104_\[0\],50.79
_03575_,50.58
i2c_master.2084$func$\/openlane\/designs\/i2c_interface_component\/src\/i2c_interface_component.v:2827$680.$result\[5\],50.56
_073_,50.52
clknet_leaf_222_p_clock,50.5
_02680_,50.44
clknet_leaf_39_p_clock,50.4
clknet_leaf_333_p_clock,50.4
i2c_master.byte_ctrl.bit_ctrl._108_,50.36
clknet_leaf_25_p_clock,50.36
clknet_leaf_64_p_clock,50.3
clknet_leaf_201_p_clock,50.28
_04563_,50.24
_05060_,50.24
_05254_,50.24
i2c_master._67_\[5\],50.16
_03372_,50.12
_05080_,50.12
_02948_,50.1
clknet_leaf_266_p_clock,50.04
net263,50.02
clknet_leaf_366_p_clock,50.02
clknet_leaf_46_p_clock,49.94
_06948_,49.9
clknet_leaf_381_p_clock,49.9
memory._0294_\[1144\],49.88
clknet_leaf_244_p_clock,49.84
_05053_,49.835
_04510_,49.74
memory._0294_\[1056\],49.74
i2c_master.byte_ctrl.bit_ctrl._118_,49.73
_03387_,49.7
_05239_,49.7
_03558_,49.62
clknet_leaf_358_p_clock,49.6
clknet_leaf_378_p_clock,49.6
clknet_leaf_89_p_clock,49.56
clknet_leaf_205_p_clock,49.52
clknet_leaf_47_p_clock,49.44
memory._0294_\[1119\],49.42
_04171_,49.32
clknet_leaf_111_p_clock,49.28
_04660_,49.22
_03544_,49.09
clknet_leaf_149_p_clock,49.09
_05280_,49.04
memory._0294_\[1096\],49.02
i2c_master._67_\[3\],48.96
_05006_,48.92
net17,48.9
clknet_leaf_42_p_clock,48.9
clknet_leaf_81_p_clock,48.9
clknet_leaf_187_p_clock,48.82
_04192_,48.8
clknet_leaf_91_p_clock,48.78
_05186_,48.74
_05025_,48.685
_03771_,48.68
_03732_,48.66
_05281_,48.64
clknet_leaf_74_p_clock,48.58
_03437_,48.46
_04540_,48.38
_03608_,48.36
clknet_leaf_215_p_clock,48.36
_04547_,48.32
clknet_leaf_277_p_clock,48.22
clknet_leaf_9_p_clock,48.2
clknet_leaf_108_p_clock,48.16
clknet_leaf_230_p_clock,47.98
memory._0294_\[237\],47.86
_04240_,47.7
_04185_,47.66
i2c_master.byte_ctrl._048_,47.64
memory._0294_\[597\],47.6
clknet_leaf_261_p_clock,47.6
memory._0294_\[1128\],47.44
clknet_leaf_293_p_clock,47.44
clknet_leaf_24_p_clock,47.42
clknet_leaf_67_p_clock,47.4
memory._0290_\[8\],47.32
_04419_,47.28
_07658_,47.28
clknet_leaf_188_p_clock,47.22
clknet_leaf_198_p_clock,47.14
_02888_,47.12
i2c_master.byte_ctrl._066_,47.08
clknet_leaf_247_p_clock,47.06
clknet_leaf_38_p_clock,47.04
clknet_leaf_372_p_clock,47.04
clknet_leaf_155_p_clock,47.02
memory._0294_\[884\],46.8
memory._0294_\[1992\],46.78
_04212_,46.71
clknet_leaf_278_p_clock,46.7
_03399_,46.6
_03595_,46.6
clknet_leaf_125_p_clock,46.6
memory._0294_\[1022\],46.56
_05366_,46.48
_05032_,46.475
i2c_master.byte_ctrl._098_,46.46
_05433_,46.4
memory._0295_\[0\],46.36
clknet_leaf_29_p_clock,46.26
clknet_leaf_70_p_clock,46.2
memory._0296_\[4\],46.18
_04216_,46.14
clknet_leaf_337_p_clock,46.14
clknet_leaf_369_p_clock,46.08
_03750_,45.94
_06012_,45.94
_04049_,45.92
_04647_,45.92
clknet_leaf_317_p_clock,45.915
clknet_leaf_352_p_clock,45.8
_03538_,45.76
_05069_,45.76
clknet_leaf_99_p_clock,45.76
net330,45.72
_03729_,45.58
_07385_,45.56
_07618_,45.56
i2c_master.byte_ctrl.bit_ctrl._101_,45.54
_04655_,45.52
memory._0294_\[232\],45.52
clknet_leaf_103_p_clock,45.52
memory._0296_\[25\],45.495
clknet_leaf_269_p_clock,45.4
clknet_leaf_66_p_clock,45.36
i2c_master.byte_ctrl.bit_ctrl._117_,45.32
memory._0294_\[229\],45.32
memory._0294_\[1264\],45.3
_05482_,45.26
i2c_master.2084$func$\/openlane\/designs\/i2c_interface_component\/src\/i2c_interface_component.v:2827$680.$result\[4\],45.22
clknet_leaf_50_p_clock,45.22
_05001_,45.12
_04039_,45.04
_03990_,45.02
_03957_,44.98
_05045_,44.965
_04113_,44.96
clknet_leaf_21_p_clock,44.96
memory._0294_\[1659\],44.74
_04543_,44.6
_04022_,44.58
clknet_leaf_72_p_clock,44.42
_04924_,44.35
_03870_,44.26
memory._0296_\[22\],44.22
memory._0294_\[1949\],44.2
_03962_,44.16
clknet_leaf_62_p_clock,44.14
_03542_,44.04
memory._0294_\[1181\],44.02
_04900_,43.98
i2c_master.byte_ctrl.bit_ctrl._093_,43.98
memory._0294_\[1950\],43.92
clknet_leaf_177_p_clock,43.92
_03511_,43.9
i2c_master._67_\[7\],43.86
clknet_leaf_255_p_clock,43.82
_05029_,43.8
clknet_leaf_13_p_clock,43.76
clknet_leaf_141_p_clock,43.76
_03970_,43.66
memory._0294_\[1849\],43.6
_03213_,43.54
clknet_leaf_76_p_clock,43.36
clknet_leaf_286_p_clock,43.32
_04225_,43.3
_094_\[20\],43.26
i2c_master.byte_ctrl.bit_ctrl._068_,43.24
clknet_leaf_262_p_clock,43.22
_03308_,43.18
memory._0294_\[201\],43.14
_03404_,43.08
_03682_,43.08
_04006_,43.06
_03927_,43.02
clknet_leaf_8_p_clock,43.02
i2c_master.2084$func$\/openlane\/designs\/i2c_interface_component\/src\/i2c_interface_component.v:2827$680.$result\[3\],43
memory._0294_\[1968\],43
clknet_leaf_147_p_clock,42.92
_02991_,42.88
_05048_,42.76
clknet_leaf_34_p_clock,42.76
clknet_leaf_210_p_clock,42.76
_05028_,42.625
_03238_,42.62
memory._0294_\[1848\],42.5
_07726_,42.28
_03586_,42.27
_04176_,42.12
clknet_leaf_351_p_clock,42.1
_05036_,42.08
_03966_,42.06
_04012_,42.06
memory._0294_\[1850\],42.04
clknet_leaf_18_p_clock,41.96
_04888_,41.94
_05288_,41.9
i2c_master.byte_ctrl.bit_ctrl._105_,41.9
_04242_,41.84
_05285_,41.82
_05368_,41.8
memory._0294_\[1729\],41.74
_05266_,41.68
_04745_,41.66
_04489_,41.6
_07978_,41.6
memory._0294_\[436\],41.56
clknet_leaf_135_p_clock,41.56
_04759_,41.52
memory._0294_\[288\],41.5
clknet_leaf_231_p_clock,41.48
memory._0294_\[423\],41.42
memory._0294_\[2008\],41.38
_04731_,41.35
_04515_,41.32
memory._0290_\[12\],41.32
memory._0294_\[1014\],41.2
_04018_,41.16
_05068_,41.07
_03303_,41
i2c_master.byte_ctrl._104_\[2\],40.94
clknet_leaf_57_p_clock,40.92
_04901_,40.78
_05179_,40.7
_06073_,40.68
memory._0294_\[851\],40.62
clknet_leaf_300_p_clock,40.62
_03261_,40.52
memory._0296_\[7\],40.46
_03646_,40.44
_07707_,40.44
_03656_,40.4
_07910_,40.28
memory._0294_\[96\],40.26
clknet_leaf_37_p_clock,40.24
clknet_leaf_310_p_clock,40.24
_03268_,40.2
_03535_,40.2
_03088_,40.18
_03768_,40.12
_05429_,40.1
clknet_leaf_181_p_clock,40.1
_094_\[10\],40.08
memory._0294_\[1920\],40
clknet_leaf_41_p_clock,39.94
_04880_,39.92
clknet_leaf_208_p_clock,39.92
clknet_leaf_140_p_clock,39.82
_04231_,39.78
clknet_leaf_238_p_clock,39.76
memory._0294_\[65\],39.645
memory._0294_\[769\],39.54
_05299_,39.52
_07746_,39.5
_04648_,39.485
memory._0294_\[75\],39.4
memory._0294_\[1006\],39.28
memory._0296_\[8\],39.28
clknet_leaf_133_p_clock,39.24
clknet_leaf_323_p_clock,38.94
_04348_,38.9
memory._0294_\[291\],38.9
clknet_leaf_112_p_clock,38.86
net402,38.84
_03799_,38.78
clknet_leaf_273_p_clock,38.74
_04521_,38.72
memory._0296_\[5\],38.66
_07811_,38.56
i2c_master.byte_ctrl._104_\[6\],38.56
_03796_,38.54
memory._0294_\[296\],38.45
_04632_,38.44
_05094_,38.44
memory._0294_\[1213\],38.44
clknet_leaf_289_p_clock,38.44
net509,38.44
i2c_master.2084$func$\/openlane\/designs\/i2c_interface_component\/src\/i2c_interface_component.v:2827$680.$result\[0\],38.42
net331,38.42
_094_\[15\],38.36
memory._0294_\[73\],38.36
_04078_,38.28
i2c_master._67_\[6\],38.28
_03714_,38.22
_05003_,38.18
clknet_leaf_347_p_clock,38.18
_03989_,38.16
_04030_,38.14
_094_\[9\],38.14
clknet_leaf_211_p_clock,38.1
_04998_,38.04
_05317_,38.02
memory._0290_\[27\],37.98
clknet_leaf_307_p_clock,37.9
clknet_leaf_249_p_clock,37.835
clknet_leaf_160_p_clock,37.82
_02789_,37.76
_04544_,37.76
_04996_,37.74
i2c_master._44_\[4\],37.7
memory._0294_\[1269\],37.64
_04140_,37.6
memory._0294_\[1431\],37.52
_04367_,37.5
_05294_,37.46
_04183_,37.44
_04583_,37.34
_04679_,37.34
_03921_,37.32
memory._0294_\[299\],37.32
i2c_master.byte_ctrl._104_\[3\],37.31
_07366_,37.28
_03632_,37.22
_03461_,37.14
i2c_master.byte_ctrl.bit_ctrl._119_,37.08
clknet_leaf_301_p_clock,36.98
_04262_,36.9
clknet_leaf_199_p_clock,36.82
_05756_,36.8
_04312_,36.64
net374,36.64
clknet_leaf_243_p_clock,36.6
memory._0294_\[193\],36.56
_03901_,36.5
_04548_,36.42
_07589_,36.4
memory._0290_\[10\],36.38
memory._0294_\[1472\],36.38
_03127_,36.36
_05067_,36.36
_06840_,36.36
net327,36.36
_04983_,36.28
memory._0294_\[1101\],36.26
_04160_,36.18
memory._0294_\[1064\],36.18
clknet_leaf_150_p_clock,36.115
memory._0294_\[153\],36.1
_04355_,35.94
_04349_,35.86
memory._0294_\[2000\],35.855
_07317_,35.7
memory._0294_\[591\],35.68
_03524_,35.64
_03987_,35.6
_04145_,35.6
_05181_,35.54
_03867_,35.36
_05206_,35.34
memory._0294_\[1256\],35.34
memory._0294_\[1691\],35.3
net214,35.3
_06673_,35.22
_03588_,35.19
memory._0294_\[594\],35.18
clknet_leaf_115_p_clock,35.18
clknet_leaf_346_p_clock,35.18
clknet_leaf_52_p_clock,35.135
clknet_leaf_303_p_clock,35.11
clknet_leaf_195_p_clock,35.06
i2c_master._45_,35.05
_03919_,35.02
clknet_leaf_53_p_clock,35
net429,34.98
_04356_,34.88
_04671_,34.88
i2c_master.byte_ctrl.bit_ctrl._091_\[0\],34.86
_05097_,34.84
clknet_leaf_163_p_clock,34.84
memory._0294_\[1853\],34.72
memory._0294_\[1984\],34.72
clknet_leaf_28_p_clock,34.68
_05023_,34.56
_05204_,34.56
net10,34.56
_02714_,34.48
memory._0294_\[952\],34.46
_04581_,34.34
_02698_,34.3
_04573_,34.3
clknet_leaf_87_p_clock,34.28
_03943_,34.18
_07298_,34.14
_03574_,34.12
_03454_,34.1
_05216_,34.02
_04891_,33.98
_02887_,33.88
memory._0294_\[1501\],33.8
memory._0296_\[24\],33.78
i2c_master._67_\[4\],33.76
_05137_,33.715
memory._0294_\[998\],33.64
memory._0294_\[1683\],33.54
_03423_,33.49
_04073_,33.46
_04334_,33.44
_03451_,33.41
_04626_,33.4
_03430_,33.38
_03566_,33.34
_04580_,33.34
clknet_leaf_340_p_clock,33.3
memory._0294_\[1389\],33.26
_03949_,33.22
_04252_,33.22
_04465_,33.22
i2c_master._68_\[3\],33.22
_04360_,33.2
memory._0294_\[1245\],33.18
_03929_,33.15
i2c_master.byte_ctrl._104_\[4\],33.12
_04718_,33.08
memory._0294_\[283\],33.06
_05185_,33.04
memory._0290_\[1\],33.02
memory._0294_\[553\],33.02
_07812_,32.98
_04137_,32.96
_04186_,32.94
_03899_,32.92
_04499_,32.92
_04636_,32.88
_095_\[1\],32.85
